"game_str","play_id","at_bat.x","play_per_game","timestamp","player_position","event_code","X.x","home_team","away_team","at_bat.y","inning","top_bottom_inning","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner","event_shifted","bounce_after_bip","acquired_after_bip","X.y","ball_position_x","ball_position_y","ball_position_z","radius"
"1903_09_TeamNJ_TeamB",185,49,188,7018265,7,2,188,"TeamB","TeamNJ",49,7,"Top",1330,1279,1980,2235,1080,1144,2029,2619,1124,3033,0,0,0,4,FALSE,TRUE,4843,-205.8315,197.9004,6.39684,285.536643379462
"1903_09_TeamNJ_TeamB",191,52,194,7360915,8,2,194,"TeamB","TeamNJ",52,7,"Bottom",4396,3020,6266,3033,6201,4557,3428,6878,7518,2881,1124,0,0,4,FALSE,TRUE,5192,38.1534,316.83,4.64049,319.118991649761
"1903_09_TeamNJ_TeamB",200,55,203,7736965,7,2,202,"TeamB","TeamNJ",55,8,"Top",1330,1279,1980,2235,1080,1144,2029,2619,1124,7518,0,0,0,4,FALSE,TRUE,5489,-115.4976,211.7541,3.519,241.204258819304
"1903_09_TeamNJ_TeamB",241,66,244,9286565,7,2,243,"TeamB","TeamNJ",66,9,"Top",2484,2925,1980,2235,1080,1144,2029,2619,1124,3033,0,6201,3020,4,FALSE,TRUE,6597,-170.4864,259.7094,7.33386,310.667965894973
"1903_09_TeamNJ_TeamB",251,69,254,9637865,8,2,253,"TeamB","TeamNJ",69,9,"Bottom",7045,3020,6266,3033,6201,4557,3428,6878,7518,1124,0,0,0,4,FALSE,TRUE,6850,-1.109346,273.7374,5.20314,273.739647854138
"1903_09_TeamNJ_TeamB",281,77,284,10906765,9,2,283,"TeamB","TeamNJ",77,10,"Bottom",4942,3020,6266,3033,6201,4557,3428,6878,7518,2881,0,0,0,4,FALSE,TRUE,7639,99.4362,280.6284,5.44395,297.724464491919
"1903_10_TeamNJ_TeamB",8,3,9,238589,9,2,9,"TeamB","TeamNJ",3,1,"Top",2595,2925,2488,2235,1080,1144,2029,2619,2881,6201,0,0,0,4,FALSE,TRUE,200,139.3599,277.7346,3.88083,310.737332429127
"1903_10_TeamNJ_TeamB",69,18,72,2448439,9,2,71,"TeamB","TeamNJ",18,3,"Bottom",9910,8861,6266,3033,6201,4557,3428,6878,7518,2925,0,0,0,4,FALSE,TRUE,1819,120.8115,178.0752,3.96333,215.188743635186
"1903_10_TeamNJ_TeamB",120,30,124,4149239,9,2,123,"TeamB","TeamNJ",30,5,"Top",2595,2925,2488,2235,1080,1144,2029,2619,2881,3033,0,0,6266,4,FALSE,TRUE,3312,66.0561,301.701,6.10593,308.847699923781
"1903_10_TeamNJ_TeamB",138,35,142,4733939,8,2,141,"TeamB","TeamNJ",35,5,"Bottom",9910,8861,6266,3033,6201,4557,3428,6878,7518,2488,0,1080,0,4,FALSE,TRUE,4104,-35.9214,346.236,5.7591,348.094404830012
"1903_10_TeamNJ_TeamB",151,38,155,5287372,8,2,154,"TeamB","TeamNJ",38,6,"Top",2595,2925,2488,2235,1080,1144,2029,2619,2881,3428,4557,0,0,4,FALSE,TRUE,4537,-63.8148,361.461,3.72822,367.050927283994
"1903_10_TeamNJ_TeamB",157,39,161,5513572,8,2,159,"TeamB","TeamNJ",39,6,"Top",2595,2925,2488,2235,1080,1144,2029,2619,2881,6201,4557,0,0,4,FALSE,TRUE,4740,-68.2563,353.622,5.52291,360.149193215381
"1903_10_TeamNJ_TeamB",164,41,168,5844272,8,2,166,"TeamB","TeamNJ",41,6,"Bottom",9910,8861,6266,3033,6201,4557,3428,6878,7518,2235,0,0,0,4,FALSE,TRUE,4977,28.35543,347.931,6.16638,349.08453298805
"1903_10_TeamNJ_TeamB",177,44,181,6236522,9,2,179,"TeamB","TeamNJ",44,6,"Bottom",9910,8861,6266,3033,6201,4557,3428,6878,7518,2881,0,1980,0,4,FALSE,TRUE,5215,161.8149,156.7644,1.635246,225.29788940283
"1903_10_TeamNJ_TeamB",179,45,183,6413372,9,2,181,"TeamB","TeamNJ",45,7,"Top",1768,2925,2488,2235,1080,1144,1980,2619,2881,6266,0,0,0,4,FALSE,TRUE,5304,127.8084,290.0427,4.10181,316.953868778802
"1903_10_TeamNJ_TeamB",182,47,186,6510622,7,2,184,"TeamB","TeamNJ",47,7,"Top",1768,2925,2488,2235,1080,1144,1980,2619,2881,3033,0,0,0,4,FALSE,TRUE,5478,-117.0183,329.022,4.32537,349.211624976732
"1903_10_TeamNJ_TeamB",225,60,229,7923572,9,2,227,"TeamB","TeamNJ",60,9,"Top",1768,2925,2488,2235,1080,1144,1980,2619,2881,6201,0,0,0,4,FALSE,TRUE,6495,112.833,269.0343,5.26191,291.737451256245
"1903_11_TeamNC_TeamA1",11,3,11,201300,9,2,11,"TeamA1","TeamNC",3,1,"Top",2007,1955,1009,2386,2148,1181,1185,2766,2837,6815,0,0,0,4,FALSE,TRUE,240,93.3009,386.118,1.796073,397.23062301994
"1903_11_TeamNC_TeamA1",15,5,15,458200,8,2,15,"TeamA1","TeamNC",5,1,"Bottom",6316,7725,4507,7831,8618,3748,5654,3452,6815,2386,0,0,0,4,FALSE,TRUE,428,57.7776,348.039,2.960187,352.802206034429
"1903_11_TeamNC_TeamA1",24,8,24,767000,9,2,24,"TeamA1","TeamNC",8,2,"Top",2007,1955,1009,2386,2148,1181,1185,2766,2837,4507,8618,0,0,4,FALSE,TRUE,781,142.5324,304.812,4.3644,336.490475933213
"1903_11_TeamNC_TeamA1",32,11,32,1007900,9,2,32,"TeamA1","TeamNC",11,2,"Top",2007,1955,1009,2386,2148,1181,1185,2766,2837,3748,3195,7725,8618,4,FALSE,TRUE,1241,175.7037,245.2809,3.65805,301.719257089268
"1903_11_TeamNC_TeamA1",39,13,39,1336750,9,2,39,"TeamA1","TeamNC",13,2,"Bottom",6316,7725,4507,7831,8618,3748,5654,3452,6815,2837,0,0,0,4,FALSE,TRUE,1538,122.6136,237.009,-0.0533181,266.847074156641
"1903_11_TeamNC_TeamA1",79,21,79,2531050,7,2,79,"TeamA1","TeamNC",21,3,"Top",2007,1955,1009,2386,2148,1181,1185,2766,2837,4507,8618,6815,0,4,FALSE,TRUE,2334,-156.3519,208.4568,1.977504,260.576580106214
"1903_11_TeamNC_TeamA1",86,24,86,2885900,8,2,86,"TeamA1","TeamNC",24,3,"Bottom",6316,7725,4507,7831,8618,3748,5654,3452,6815,1181,0,0,0,4,FALSE,TRUE,2716,56.9313,344.64,2.973006,349.310610373762
"1903_11_TeamNC_TeamA1",106,31,107,8913086,8,2,107,"TeamA1","TeamNC",31,4,"Bottom",9956,7725,4507,7831,8618,3748,5654,3452,6815,2148,0,0,0,4,FALSE,TRUE,3342,48.0159,237.1932,2.6787,242.00442305679
"1903_11_TeamNC_TeamA1",135,38,136,9883936,8,2,136,"TeamA1","TeamNC",38,5,"Top",1222,1955,1009,2386,2148,1181,1185,2766,2837,7725,0,4507,8618,4,FALSE,TRUE,4747,-21.33768,279.495,5.72232,280.308315275845
"1903_11_TeamNC_TeamA1",137,39,138,9953486,8,2,138,"TeamA1","TeamNC",39,5,"Top",1222,1955,1009,2386,2148,1181,1185,2766,2837,3195,0,4507,0,4,FALSE,TRUE,4913,-71.0991,274.8438,4.84275,283.891170026914
"1903_11_TeamNC_TeamA1",142,42,143,10205886,9,2,143,"TeamA1","TeamNC",42,5,"Bottom",9956,7725,4507,7831,8618,3748,5654,3452,6815,1185,1945,0,0,4,FALSE,TRUE,5193,148.6989,332.979,-1.352757,364.672973089877
"1903_11_TeamNC_TeamA1",155,45,156,10595086,8,2,156,"TeamA1","TeamNC",45,5,"Bottom",9956,7725,4507,7831,8618,3748,5654,3452,6815,2386,1181,1955,1945,4,FALSE,TRUE,5611,21.08079,297.5871,3.90321,298.332837269775
"1903_11_TeamNC_TeamA1",158,46,159,10783436,9,2,159,"TeamA1","TeamNC",46,6,"Top",2744,1955,1009,2386,2148,1181,1185,2766,2837,3748,0,0,0,4,FALSE,TRUE,5721,188.3454,199.7208,0.779985,274.522107768755
"1903_11_TeamNC_TeamA1",179,54,180,11524536,8,2,179,"TeamA1","TeamNC",54,6,"Bottom",9956,7725,4507,7831,8618,3748,5654,3452,6815,1009,0,0,0,4,FALSE,TRUE,6549,19.1148,317.001,4.77255,317.576777457106
"1903_11_TeamNC_TeamA1",219,68,221,13042736,8,2,220,"TeamA1","TeamNC",68,7,"Bottom",5254,7725,4507,7831,8618,3748,5654,3452,6815,1185,0,2766,0,4,FALSE,TRUE,8119,-27.46383,258.378,4.24554,259.833509852499
"1903_11_TeamNC_TeamA1",229,71,231,13349736,7,2,230,"TeamA1","TeamNC",71,7,"Bottom",5254,7725,4507,7831,8618,3748,5654,3452,6815,2386,1181,1955,2766,4,FALSE,TRUE,8389,-52.2909,215.736,2.3895,221.982791943002
"1903_11_TeamNC_TeamA1",246,76,248,13928936,8,2,247,"TeamA1","TeamNC",76,8,"Bottom",5254,7725,4507,7831,8618,3748,5654,3452,6815,2837,1009,0,0,4,FALSE,TRUE,8930,60.8064,392.25,3.53265,396.93510903038
"1903_11_TeamNC_TeamA1",249,78,251,14024386,8,2,250,"TeamA1","TeamNC",78,8,"Bottom",5254,7725,4507,7831,8618,3748,5654,3452,6815,2766,2148,1009,0,4,FALSE,TRUE,9233,36.6822,221.8527,1.34076,224.864857846063
"1903_11_TeamNC_TeamA1",256,81,258,14363936,9,2,257,"TeamA1","TeamNC",81,8,"Bottom",5254,7725,4507,7831,8618,3748,5654,3452,6815,1955,1185,1945,0,4,FALSE,TRUE,9606,139.7829,292.1196,3.5868,323.841195397636
"1903_11_TeamNC_TeamA1",266,87,268,14818686,7,2,267,"TeamA1","TeamNC",87,9,"Bottom",5254,7725,4507,7831,8618,3748,5654,3452,6815,1009,0,0,0,4,FALSE,TRUE,9990,-110.6001,244.4085,2.471085,268.268330207388
"1903_12_TeamNC_TeamA1",73,18,73,2349904,7,2,73,"TeamA1","TeamNC",18,2,"Bottom",4399,7725,4507,3129,7831,3748,5654,3452,6815,1181,1725,0,1771,4,FALSE,TRUE,1693,-85.083,340.2,2.009871,350.678138595778
"1903_12_TeamNC_TeamA1",96,24,96,3080904,8,2,96,"TeamA1","TeamNC",24,3,"Bottom",4399,7725,4507,3129,7831,3748,5654,3452,6815,2837,0,0,0,4,FALSE,TRUE,2214,86.1912,319.449,1.397877,330.872462677751
"1903_12_TeamNC_TeamA1",122,31,122,4064054,8,2,122,"TeamA1","TeamNC",31,5,"Top",1320,1945,1009,2148,1771,1181,1725,2766,1185,4507,0,0,0,4,FALSE,TRUE,2960,30.0729,305.853,3.7377,307.327898055822
"1903_12_TeamNC_TeamA1",124,32,124,4149404,8,2,124,"TeamA1","TeamNC",32,5,"Top",1320,1945,1009,2148,1771,1181,1725,2766,1185,7725,0,0,0,4,FALSE,TRUE,3099,8.7687,298.5993,3.26031,298.728023560194
"1903_12_TeamNC_TeamA1",138,36,138,4639404,6,2,138,"TeamA1","TeamNC",36,5,"Bottom",4399,7725,4507,3129,7831,3748,5654,3452,6815,1181,1725,0,0,4,FALSE,TRUE,3719,-66.2763,171.6858,2.312565,184.034132332375
"1903_12_TeamNC_TeamA1",144,38,144,4841954,7,2,144,"TeamA1","TeamNC",38,5,"Bottom",4399,7725,4507,3129,7831,3748,5654,3452,6815,1009,0,2766,0,4,FALSE,TRUE,4071,-180.6735,298.2708,0.9558,348.723936280391
"1903_12_TeamNC_TeamA1",146,39,146,5009754,8,2,146,"TeamA1","TeamNC",39,6,"Top",1320,1945,1009,2148,1771,1181,1725,2766,1185,3452,0,0,0,4,FALSE,TRUE,4189,60.0645,346.578,2.8038,351.74430236217
"1903_12_TeamNC_TeamA1",151,40,151,5123554,8,2,151,"TeamA1","TeamNC",40,6,"Top",1320,1945,1009,2148,1771,1181,1725,2766,1185,5654,0,0,0,4,FALSE,TRUE,4345,-4.98,383.547,2.7009,383.579328964688
"1903_12_TeamNC_TeamA1",163,43,163,5569854,8,2,163,"TeamA1","TeamNC",43,6,"Bottom",4399,7725,4507,3129,7831,3748,5654,3452,6815,1945,2837,0,0,4,FALSE,TRUE,4693,-30.3507,246.4764,4.59483,248.338037254566
"1903_12_TeamNC_TeamA1",205,54,206,7496354,9,2,206,"TeamA1","TeamNC",54,8,"Top",1320,1945,1009,2148,1771,1181,1725,2766,1185,4507,0,0,0,4,FALSE,TRUE,5752,59.3631,229.3671,3.1968,236.924553822562
"1903_13_TeamNG_TeamA3",7,2,7,144934,8,2,7,"TeamA3","TeamNG",2,1,"Top",2144,2222,2467,2053,1784,1643,1628,2737,1802,9348,0,0,0,4,FALSE,TRUE,294,-44.6589,309.177,3.28197,312.385714587287
"1903_13_TeamNG_TeamA3",43,11,43,1188434,8,2,43,"TeamA3","TeamNG",11,2,"Top",2144,2222,2467,2053,1784,1643,1628,2737,1802,5235,0,0,0,4,FALSE,TRUE,1188,-22.57476,370.122,3.51312,370.80980929994
"1903_13_TeamNG_TeamA3",84,22,84,2655734,7,2,84,"TeamA3","TeamNG",22,4,"Top",2144,2222,2467,2053,1784,1643,1628,2737,1802,9261,0,0,0,4,FALSE,TRUE,2091,-167.1768,255.5244,4.24665,305.353567939856
"1903_13_TeamNG_TeamA3",102,26,102,3269234,8,2,102,"TeamA3","TeamNG",26,4,"Bottom",5747,5235,4579,6234,9348,3247,8490,9206,9261,2053,0,2737,0,4,FALSE,TRUE,2640,-2.811609,306.27,1.980885,306.282905244757
"1903_13_TeamNG_TeamA3",105,27,105,3369184,7,2,105,"TeamA3","TeamNG",27,4,"Bottom",5747,5235,4579,6234,9348,3247,8490,9206,9261,1784,0,2737,0,4,FALSE,TRUE,2816,-136.8729,281.9928,4.65639,313.455148316709
"1903_13_TeamNG_TeamA3",111,28,111,3563234,7,2,111,"TeamA3","TeamNG",28,4,"Bottom",5747,5235,4579,6234,9348,3247,8490,9206,9261,2467,0,2737,0,4,FALSE,TRUE,3002,-82.0764,217.5066,0.367812,232.47721712142
"1903_13_TeamNG_TeamA3",125,31,125,4012834,9,2,125,"TeamA3","TeamNG",31,5,"Top",2144,2222,2467,2053,1784,1643,1628,2737,1802,6234,0,0,0,4,FALSE,TRUE,3234,123.6,168.9498,3.44043,209.334648159448
"1903_13_TeamNG_TeamA3",132,33,132,4288934,8,2,132,"TeamA3","TeamNG",33,5,"Bottom",5747,5235,4579,6234,9348,3247,8490,9206,9261,1617,0,0,0,4,FALSE,TRUE,3434,57.1845,302.49,5.29599,307.847798660718
"1903_13_TeamNG_TeamA3",133,34,133,4324684,8,2,133,"TeamA3","TeamNG",34,5,"Bottom",5747,5235,4579,6234,9348,3247,8490,9206,9261,1643,0,0,0,4,FALSE,TRUE,3552,7.63944,302.334,6.63078,302.430502098439
"1903_13_TeamNG_TeamA3",141,36,141,4608134,8,2,141,"TeamA3","TeamNG",36,6,"Top",2144,2222,2467,2053,1784,1643,1628,2737,1802,9206,0,0,0,4,FALSE,TRUE,3750,42.8847,332.847,5.39076,335.598305870411
"1903_13_TeamNG_TeamA3",174,44,174,5828184,7,2,174,"TeamA3","TeamNG",44,7,"Top",2144,2222,2467,2053,1784,1643,1628,2737,1802,8490,0,0,0,4,FALSE,TRUE,4531,-119.7507,237.1401,1.763151,265.660793453795
"1903_13_TeamNG_TeamA3",177,45,177,5890984,9,2,177,"TeamA3","TeamNG",45,7,"Top",2144,2222,2467,2053,1784,1643,1628,2737,1802,4579,0,0,0,4,FALSE,TRUE,4669,226.0359,231.4545,2.94705,323.517254036102
"1903_13_TeamNG_TeamA3",193,49,193,6435084,8,2,193,"TeamA3","TeamNG",49,7,"Bottom",5747,5235,4579,6234,9348,3247,8490,9206,9261,1802,0,0,0,4,FALSE,TRUE,4914,-61.0857,292.2891,1.344036,298.604053427444
"1903_13_TeamNG_TeamA3",194,50,194,6616634,9,2,194,"TeamA3","TeamNG",50,8,"Top",2322,2222,2467,2053,1784,1643,1628,2737,1802,6234,0,0,0,4,FALSE,TRUE,5008,149.8983,225.8535,4.52901,271.070662014796
"1903_14_TeamNG_TeamA3",52,14,52,1644932,9,2,52,"TeamA3","TeamNG",14,2,"Bottom",5433,3306,8490,6234,9348,7359,7633,9206,9261,1784,0,0,0,4,FALSE,TRUE,1256,199.2579,234.918,5.5029,308.042492907083
"1903_14_TeamNG_TeamA3",64,18,64,2067751,7,2,64,"TeamA3","TeamNG",18,3,"Top",2171,2222,1784,2053,2382,1643,1617,2737,1802,9261,7359,0,0,4,FALSE,TRUE,1522,-167.124,250.7847,3.75213,301.369204017414
"1903_14_TeamNG_TeamA3",133,43,133,5153232,9,2,133,"TeamA3","TeamNG",43,5,"Top",2171,2222,1784,2053,2382,1643,1617,2737,1802,7633,0,4579,0,4,FALSE,TRUE,3367,112.4448,247.9338,4.7892,272.24070641526
"1903_14_TeamNG_TeamA3",173,54,173,6748721,7,2,173,"TeamA3","TeamNG",54,9,"Top",1874,2222,1784,2053,2382,1643,1617,2737,1802,4579,9348,9261,7359,4,FALSE,TRUE,4432,-141.5232,220.0407,4.33356,261.623251632438
"1903_14_TeamNG_TeamA3",175,55,175,6936821,8,2,175,"TeamA3","TeamNG",55,9,"Bottom",5433,3306,8490,6234,9348,7359,7633,9206,9261,2053,0,0,0,4,FALSE,TRUE,4643,47.6847,397.608,3.89067,400.457179081722
"1903_14_TeamNG_TeamA3",201,61,201,7824821,8,2,201,"TeamA3","TeamNG",61,10,"Top",1874,2222,1784,2053,2382,1643,1617,2737,1802,7633,0,0,0,4,FALSE,TRUE,5319,57.4674,334.917,1.02279,339.811563887635
"1903_15_TeamNG_TeamA3",48,15,48,1672019,7,2,48,"TeamA3","TeamNG",15,2,"Bottom",5536,3306,8490,6234,4579,3247,7359,9206,7633,2788,0,0,0,4,FALSE,TRUE,1402,-85.2444,266.1975,2.768541,279.513356993203
"1903_15_TeamNG_TeamA3",55,16,55,1783769,9,2,55,"TeamA3","TeamNG",16,2,"Bottom",5536,3306,8490,6234,4579,3247,7359,9206,7633,2382,0,0,0,4,FALSE,TRUE,1541,113.4609,283.4499,5.37591,305.314954823409
"1903_15_TeamNG_TeamA3",90,24,90,2906269,8,2,90,"TeamA3","TeamNG",24,3,"Bottom",5536,3306,8490,6234,4579,3247,7359,9206,7633,1784,0,0,0,4,FALSE,TRUE,2474,-46.6422,320.25,4.83009,323.628733768867
"1903_15_TeamNG_TeamA3",111,28,111,3529169,7,2,111,"TeamA3","TeamNG",28,3,"Bottom",7683,3306,8490,6234,4579,3247,7359,9206,7633,2382,2788,1617,0,4,FALSE,TRUE,2981,-67.977,290.4489,4.04736,298.297562913628
"1903_15_TeamNG_TeamA3",143,36,143,4727519,9,2,143,"TeamA3","TeamNG",36,5,"Bottom",7683,3306,8490,6234,4579,3247,7359,9206,7633,2737,0,0,0,4,FALSE,TRUE,3911,106.7154,259.9665,5.6556,281.017361953688
"1903_15_TeamNG_TeamA3",151,38,151,5001669,8,2,151,"TeamA3","TeamNG",38,6,"Top",2983,2788,1784,2053,2382,1643,1617,2737,1802,3306,0,0,0,4,FALSE,TRUE,4122,-1.97058,281.2821,-0.592899,281.289002568437
"1903_15_TeamNG_TeamA3",204,52,204,6694669,8,2,204,"TeamA3","TeamNG",52,7,"Top",2983,2788,1784,2053,2382,1643,1617,2737,1802,7633,8490,4579,0,4,FALSE,TRUE,5446,-41.1225,295.812,6.01515,298.656657970737
"1903_15_TeamNG_TeamA3",249,63,249,8423719,6,2,249,"TeamA3","TeamNG",63,8,"Bottom",7745,3306,8490,6234,4579,3247,7359,9206,7633,2788,0,0,0,4,FALSE,TRUE,6460,-52.4088,176.7942,5.22936,184.398675350665
"1903_15_TeamNG_TeamA3",250,64,250,8468869,9,2,250,"TeamA3","TeamNG",64,8,"Bottom",7745,3306,8490,6234,4579,3247,7359,9206,7633,2467,0,0,0,4,FALSE,TRUE,6590,99.6018,216.9405,5.8092,238.712586814123
"1903_15_TeamNG_TeamA3",268,69,268,9106719,9,2,268,"TeamA3","TeamNG",69,9,"Top",2592,2788,2467,2053,2382,1643,1617,2737,1802,8490,9348,0,9206,4,FALSE,TRUE,7202,126.1728,230.6643,4.90773,262.917467571727
"1903_16_TeamNI_TeamA3",41,12,42,1187418,8,2,42,"TeamA3","TeamNI",12,2,"Top",2713,2222,1784,1628,1258,2590,2053,1643,2737,7293,0,0,0,4,FALSE,TRUE,1309,15.98841,383.079,3.70644,383.412505658498
"1903_16_TeamNI_TeamA3",56,18,57,1725518,8,2,57,"TeamA3","TeamNI",18,2,"Bottom",8027,8557,8020,9325,4704,6697,3542,7870,7293,1258,0,1643,0,4,FALSE,TRUE,2059,14.82027,337.776,6.89727,338.100970981855
"1903_16_TeamNI_TeamA3",78,24,79,2416118,9,2,79,"TeamA3","TeamNI",24,3,"Top",2713,2222,1784,1628,1258,2590,2053,1643,2737,4704,0,6697,0,4,FALSE,TRUE,2822,90.4494,207.5526,-0.958758,226.404893337401
"1903_16_TeamNI_TeamA3",100,29,101,3055018,9,2,101,"TeamA3","TeamNI",29,3,"Bottom",8027,8557,8020,9325,4704,6697,3542,7870,7293,2737,0,0,0,4,FALSE,TRUE,3400,86.4015,312.807,6.53922,324.520320552119
"1903_16_TeamNI_TeamA3",107,31,108,3292618,8,2,108,"TeamA3","TeamNI",31,4,"Top",2713,2222,1784,1628,1258,2590,2053,1643,2737,8557,0,0,0,4,FALSE,TRUE,3562,-12.60261,280.6911,4.33077,280.973876718143
"1903_16_TeamNI_TeamA3",116,34,117,3543718,8,2,117,"TeamA3","TeamNI",34,4,"Top",2713,2222,1784,1628,1258,2590,2053,1643,2737,6697,9325,8020,0,4,FALSE,TRUE,3982,-51.2139,285.2502,3.82914,289.811214678194
"1903_16_TeamNI_TeamA3",136,41,137,4364718,9,2,137,"TeamA3","TeamNI",41,5,"Top",2713,2222,1784,1628,1258,2590,2053,1643,2737,5865,0,7870,0,4,FALSE,TRUE,4907,137.7291,282.8841,5.1558,314.631084000961
"1903_16_TeamNI_TeamA3",159,46,160,5120218,7,2,160,"TeamA3","TeamNI",46,6,"Top",2713,2222,1784,1628,1258,2590,2053,1643,2737,7293,0,0,0,4,FALSE,TRUE,5459,-165.0846,161.1159,4.413,230.675656257807
"1903_16_TeamNI_TeamA3",173,49,174,5464668,8,2,174,"TeamA3","TeamNI",49,6,"Top",2713,2222,1784,1628,1258,2590,2053,1643,2737,9325,8557,0,0,4,FALSE,TRUE,5794,61.9473,329.727,4.2975,335.495696703087
"1903_16_TeamNI_TeamA3",185,52,186,5860918,8,2,186,"TeamA3","TeamNI",52,6,"Bottom",9901,8557,8020,9325,4704,6697,3542,7870,7293,2222,2737,0,0,4,FALSE,TRUE,6095,14.85105,339.237,4.35468,339.56191755717
"1903_16_TeamNI_TeamA3",221,60,222,6975068,8,2,222,"TeamA3","TeamNI",60,7,"Bottom",9901,8557,8020,9325,4704,6697,3542,7870,7293,1628,0,0,0,4,FALSE,TRUE,6896,-74.7141,314.442,5.61894,323.196485288454
"1903_16_TeamNI_TeamA3",226,61,227,7077568,8,2,227,"TeamA3","TeamNI",61,7,"Bottom",9901,8557,8020,9325,4704,6697,3542,7870,7293,2590,0,0,0,4,FALSE,TRUE,7055,48.7686,319.572,5.29254,323.271773481633
"1903_16_TeamNI_TeamA3",245,66,246,7742218,8,2,246,"TeamA3","TeamNI",66,8,"Top",2248,2222,1784,1628,1258,2590,2053,1643,2737,6697,9325,8557,0,4,FALSE,TRUE,7585,61.461,273.456,2.592135,280.277788019315
"1903_17_TeamNI_TeamA3",22,4,22,475769,8,2,23,"TeamA3","TeamNI",4,1,"Top",2592,2222,2737,1628,1784,2590,2053,1643,1802,8557,5865,0,0,4,FALSE,TRUE,383,44.0286,299.5311,4.34655,302.749727473321
"1903_17_TeamNI_TeamA3",27,8,27,958633,8,2,27,"TeamA3","TeamNI",8,1,"Bottom",8908,8557,8020,6697,4704,5849,5865,3542,7293,1784,0,2590,0,4,FALSE,TRUE,512,-14.99046,365.205,4.30935,365.512524978299
"1903_17_TeamNI_TeamA3",31,9,31,1080683,9,2,31,"TeamA3","TeamNI",9,1,"Bottom",8908,8557,8020,6697,4704,5849,5865,3542,7293,1802,0,2590,0,4,FALSE,TRUE,656,108.8679,235.5903,-0.558915,259.528436022914
"1903_17_TeamNI_TeamA3",40,11,40,1365883,9,2,40,"TeamA3","TeamNI",11,2,"Top",2592,2222,2737,1628,1784,2590,2053,1643,1802,4704,0,0,0,4,FALSE,TRUE,848,168.4161,156.2502,3.4995,229.734864004683
"1903_17_TeamNI_TeamA3",63,18,63,2160283,9,2,63,"TeamA3","TeamNI",18,3,"Top",2592,2222,2737,1628,1784,2590,2053,1643,1802,8020,0,0,0,4,FALSE,TRUE,1501,60.6894,271.6692,3.16977,278.365510616887
"1903_17_TeamNI_TeamA3",100,30,100,3675763,8,2,99,"TeamA3","TeamNI",30,4,"Bottom",8908,8557,8020,6697,4704,5849,5865,3542,7293,2737,0,0,0,4,FALSE,TRUE,2531,22.03632,390.321,4.6965,390.942556445499
"1903_17_TeamNI_TeamA3",141,42,141,5128913,8,2,140,"TeamA3","TeamNI",42,6,"Top",2817,2222,2737,1628,1784,2590,2053,1643,1802,6697,0,0,0,4,FALSE,TRUE,3861,-13.17345,332.409,3.75966,332.669931111759
"1903_17_TeamNI_TeamA3",177,52,177,6351013,4,2,176,"TeamA3","TeamNI",52,7,"Top",2817,2222,2737,1628,1784,2590,2053,1643,1802,4704,0,0,0,4,FALSE,TRUE,5067,10.75716,194.1228,4.62765,194.420621259952
"1903_17_TeamNI_TeamA3",248,69,248,8663907,8,2,246,"TeamA3","TeamNI",69,9,"Top",2375,2222,2737,1628,1784,2590,2053,1643,1802,8020,7293,0,0,4,FALSE,TRUE,6372,76.7094,357.249,2.646222,365.391817162563
"1903_17_TeamNI_TeamA3",258,72,258,9109407,8,2,256,"TeamA3","TeamNI",72,9,"Top",2375,2222,2737,1628,1784,2590,2053,1643,1802,3542,6697,9325,7293,4,FALSE,TRUE,6654,55.9287,256.4118,2.414397,262.440527859037
"1903_18_TeamNI_TeamA3",38,12,38,1105981,8,2,38,"TeamA3","TeamNI",12,2,"Top",2171,1240,1784,2053,1628,1643,1617,2737,1802,9325,0,0,0,4,FALSE,TRUE,1079,-41.2608,297.7245,1.416213,300.570011007236
"1903_18_TeamNI_TeamA3",44,14,44,1332181,7,2,44,"TeamA3","TeamNI",14,2,"Bottom",9436,4436,3710,4704,9325,6697,7870,7293,5865,1802,0,0,0,4,FALSE,TRUE,1329,-101.2752,294.6117,6.2613,311.532855268798
"1903_18_TeamNI_TeamA3",55,18,55,1676231,7,2,55,"TeamA3","TeamNI",18,3,"Top",2171,1240,1784,2053,1628,1643,1617,2737,1802,3710,0,0,0,4,FALSE,TRUE,1598,-155.0175,244.0614,4.23627,289.130407041892
"1903_18_TeamNI_TeamA3",83,25,83,2658731,8,2,83,"TeamA3","TeamNI",25,4,"Bottom",9436,4436,3710,4704,9325,6697,7870,7293,5865,1628,0,0,0,4,FALSE,TRUE,2313,-17.45394,279.945,3.78051,280.488579173063
"1903_18_TeamNI_TeamA3",86,26,86,2718081,7,2,86,"TeamA3","TeamNI",26,4,"Bottom",9436,4436,3710,4704,9325,6697,7870,7293,5865,2590,0,0,0,4,FALSE,TRUE,2401,-114.621,228.7797,4.27194,255.886937480384
"1903_18_TeamNI_TeamA3",101,31,101,3240881,9,2,101,"TeamA3","TeamNI",31,5,"Bottom",9436,4436,3710,4704,9325,6697,7870,7293,5865,1784,0,0,0,4,FALSE,TRUE,2696,95.9907,270.7512,3.75348,287.263688599743
